tags,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,owner_reputation,owner_user_id,owner_user_type,owner_accept_rate,owner_profile_image,owner_display_name,owner_link,closed_date,closed_reason,insert_date
"dataframe,pandas,python",False,28,None,2,0,1653698326,1653694453,1653698326.0,72411918,CC BY-SA 4.0,https://stackoverflow.com/questions/72411918/populate-new-column-with-added-day-to-date-in-another-row-and-and-another-column,Populate new column with added day to date in another row and and another column based on condition in Python,1,18201240,registered,None,https://www.gravatar.com/avatar/cc6f991b2b4c97f5fa60c92ad3510ba2?s=256&d=identicon&r=PG,newbie,https://stackoverflow.com/users/18201240/newbie,None,None,2022-05-27
"do-while,if-statement,pandas,python,while-loop",False,16,None,1,0,1653693217,1653687796,None,72411344,CC BY-SA 4.0,https://stackoverflow.com/questions/72411344/updating-certain-column-values-of-rows-with-similar-columns-on-the-other-rows,Updating certain column values of rows with similar columns on the other rows,95,17390230,registered,None,https://www.gravatar.com/avatar/124384a51a17dd452c2dae5ea8e43c07?s=256&d=identicon&r=PG,its.kcl,https://stackoverflow.com/users/17390230/its-kcl,None,None,2022-05-27
"bigdata,hdf5,large-data,pandas,sql-server",False,19,None,1,0,1653939023,1653687320,None,72411294,CC BY-SA 4.0,https://stackoverflow.com/questions/72411294/query-a-database-with-python-pyodbc-and-export-the-results-to-a-hdf5-file-memor,Query a database with python pyodbc and export the results to a HDF5 file (memory error),373,8635767,registered,None,https://www.gravatar.com/avatar/d8e53820c74e237682cc8e4035cd7448?s=256&d=identicon&r=PG&f=1,Jiamei,https://stackoverflow.com/users/8635767/jiamei,None,None,2022-05-27
"pandas,python",False,27,None,3,0,1653685957,1653684963,None,72410991,CC BY-SA 4.0,https://stackoverflow.com/questions/72410991/how-to-make-new-dataframe-within-pandas-by-names-within-a-column,How to make new dataframe within PANDAS by names within a column,1,18350729,registered,None,https://www.gravatar.com/avatar/68205a7fac199f1712457a0d1ef8a398?s=256&d=identicon&r=PG,max2lax,https://stackoverflow.com/users/18350729/max2lax,None,None,2022-05-27
"dataframe,mean,pandas,rolling-computation",False,54,None,0,0,1653781116,1653684310,1653781116.0,72410909,CC BY-SA 4.0,https://stackoverflow.com/questions/72410909/compute-moving-average-on-a-dynamic-rolling-window,Compute moving average on a dynamic rolling window,11,16744848,registered,None,https://www.gravatar.com/avatar/6348e8782e791abebbabd1a8279bac28?s=256&d=identicon&r=PG&f=1,km84,https://stackoverflow.com/users/16744848/km84,None,None,2022-05-27
"pandas,python",True,36,72423048.0,1,0,1653822063,1653684130,None,72410874,CC BY-SA 4.0,https://stackoverflow.com/questions/72410874/identify-similar-amounts,Identify similar amounts,15,18544975,registered,None,https://www.gravatar.com/avatar/e7edc8576e026ca4034d787604c8c6a0?s=256&d=identicon&r=PG,python noobie,https://stackoverflow.com/users/18544975/python-noobie,None,None,2022-05-27
"data-analysis,data-science,numpy,pandas,python",False,29,None,0,0,1653695029,1653684101,1653694366.0,72410870,CC BY-SA 4.0,https://stackoverflow.com/questions/72410870/describe-and-info-not-working-for-me-in-jupyter-notebook,.describe() and .info() not working for me in Jupyter Notebook,1,16145325,registered,None,https://lh3.googleusercontent.com/a-/AOh14GjUGEg8zOjqR6O8aY6C9HBuZ4PaT2w5jSpAyBUvzA=k-s256,Simon-Peter Osadiapet,https://stackoverflow.com/users/16145325/simon-peter-osadiapet,None,None,2022-05-27
"pandas,python,python-3.x",False,22,None,0,0,1653684069,1653684069,None,72410863,CC BY-SA 4.0,https://stackoverflow.com/questions/72410863/xlsx-file-to-list-for-dataset,xlsx file to list for dataset,1,19216911,registered,None,https://lh3.googleusercontent.com/a/AATXAJwemu5kwnpoLgnkShEjH7xw9CuYVdca4SC8DUrj=k-s256,Luke Nash,https://stackoverflow.com/users/19216911/luke-nash,None,None,2022-05-27
"if-statement,pandas,python",False,26,None,0,0,1653685724,1653683905,1653685724.0,72410842,CC BY-SA 4.0,https://stackoverflow.com/questions/72410842/python-if-and-and-statement-value-error-typeerror-cannot-perform-rand-wit,Python IF and AND statement #value error ( TypeError: Cannot perform &#39;rand_&#39; with a dtyped [object] array and scalar of type [bool],37,18621487,registered,None,https://i.stack.imgur.com/cBuTf.jpg?s=256&g=1,Mohamed Khamees,https://stackoverflow.com/users/18621487/mohamed-khamees,None,None,2022-05-27
"dataframe,pandas,python,time-series",False,29,None,0,0,1653682628,1653682628,None,72410656,CC BY-SA 4.0,https://stackoverflow.com/questions/72410656/merge-irregular-shifted-time-series,"Merge irregular, shifted time series",94,7399587,registered,None,https://www.gravatar.com/avatar/b7d37d4ac5e629ea794469301667dbdd?s=256&d=identicon&r=PG&f=1,MardenG,https://stackoverflow.com/users/7399587/mardeng,None,None,2022-05-27
"concatenation,dataframe,pandas,pvlib,python",False,35,None,1,0,1653735926,1653681920,1653682101.0,72410540,CC BY-SA 4.0,https://stackoverflow.com/questions/72410540/how-to-incorporate-pd-concat-into-my-for-loops-for-much-faster-computing,How to incorporate pd.concat() into my for-loops for much faster computing?,3,19184474,registered,None,https://www.gravatar.com/avatar/d80710f728ce77a41b66f82d69f9d14e?s=256&d=identicon&r=PG,jwd19293,https://stackoverflow.com/users/19184474/jwd19293,None,None,2022-05-27
"dataframe,pandas,python",False,26,None,0,0,1653680614,1653680614,None,72410362,CC BY-SA 4.0,https://stackoverflow.com/questions/72410362/pandas-dataframe-str-contains-how-to-use,Pandas DataFrame str.contains how to use &#39;*&#39;?,23,12919654,registered,None,https://www.gravatar.com/avatar/9c39d1521532f696f2c1716e3472d7eb?s=256&d=identicon&r=PG&f=1,Barissenol,https://stackoverflow.com/users/12919654/barissenol,None,None,2022-05-27
"pandas,python",False,45,None,0,0,1653888807,1653680600,1653888807.0,72410357,CC BY-SA 4.0,https://stackoverflow.com/questions/72410357/dealing-with-a-column-with-multiple-data-types,Dealing with a column with multiple data types,3,15740241,registered,None,https://lh3.googleusercontent.com/a-/AOh14GgzAnq_rC2UBQQYkBR4_aUBewgZFK-W8EaqibxRtw=k-s256,Md. Zahirul Islam,https://stackoverflow.com/users/15740241/md-zahirul-islam,None,None,2022-05-27
"cx-oracle,pandas,python,sql,wkt",False,10,None,0,0,1653680165,1653680165,None,72410296,CC BY-SA 4.0,https://stackoverflow.com/questions/72410296/pandas-and-cx-oracle-unknown-cause-for-wkt-sql-error,pandas and cx_oracle: unknown cause for wkt/sql error,326,9211170,registered,None,https://i.stack.imgur.com/EJ0h7.jpg?s=256&g=1,nate,https://stackoverflow.com/users/9211170/nate,None,None,2022-05-27
"matplotlib,pandas,python,seaborn,time-series",False,46,None,0,0,1653700804,1653679656,1653700804.0,72410223,CC BY-SA 4.0,https://stackoverflow.com/questions/72410223/how-to-plot-data-in-format-hhmmss-greater-than-24h-useing-seaborn-package,How to plot data in format HH:MM:SS greater than 24H useing seaborn package,1,19216375,registered,None,https://lh3.googleusercontent.com/a/AATXAJwYFX1beb216X_QcbBiFJ80a0HyoxTG3cn-MCNT=k-s256,Patryk Kupaj,https://stackoverflow.com/users/19216375/patryk-kupaj,None,None,2022-05-27
"multi-index,pandas,python",True,42,72416166.0,1,0,1653745361,1653678468,1653708020.0,72410042,CC BY-SA 4.0,https://stackoverflow.com/questions/72410042/pandas-multiindex-slicing-by-aggregate,Pandas multiIndex slicing by aggregate,3,19216398,registered,None,https://www.gravatar.com/avatar/1abb95e94a13a8559784454108c7e4f7?s=256&d=identicon&r=PG,pilai,https://stackoverflow.com/users/19216398/pilai,None,None,2022-05-27
"automation,mysql,pandas,python,teradata",False,28,None,0,0,1653677989,1653677188,1653677989.0,72409863,CC BY-SA 4.0,https://stackoverflow.com/questions/72409863/highlight-row-in-dataframe-and-send-automate-email-with-condition,Highlight row in Dataframe and send automate email with condition,1,16476993,registered,None,https://www.gravatar.com/avatar/d41e9750d3249bf666e38538659d98d2?s=256&d=identicon&r=PG&f=1,Chelsea K,https://stackoverflow.com/users/16476993/chelsea-k,None,None,2022-05-27
"dataframe,pandas,python",False,45,None,2,0,1653682872,1653676171,1653678094.0,72409691,CC BY-SA 4.0,https://stackoverflow.com/questions/72409691/how-can-i-make-a-for-loop-to-populate-a-dataframe,how can I make a for loop to populate a DataFrame?,11,19216174,registered,None,https://www.gravatar.com/avatar/54acc8fd5f6067b26a3bbc3143e83827?s=256&d=identicon&r=PG,ricardinhozz,https://stackoverflow.com/users/19216174/ricardinhozz,None,None,2022-05-27
"openpyxl,pandas,python,truncate,unsupportedoperation",False,20,None,0,0,1653676875,1653675758,1653676875.0,72409625,CC BY-SA 4.0,https://stackoverflow.com/questions/72409625/unsupportedoperation-truncate,UnsupportedOperation: truncate,1,14524790,registered,None,https://www.gravatar.com/avatar/6860d893b5921e8db60064991b7fbee1?s=256&d=identicon&r=PG&f=1,Ian,https://stackoverflow.com/users/14524790/ian,None,None,2022-05-27
"pandas,python,scikit-learn",True,24,72409189.0,1,0,1653673097,1653672544,None,72409083,CC BY-SA 4.0,https://stackoverflow.com/questions/72409083/is-there-any-way-to-find-the-missing-values-in-given-dataset,Is there any way to find the missing values in given dataset,3,7326593,registered,None,https://www.gravatar.com/avatar/a37a685d759b3957c125ab153cc5b283?s=256&d=identicon&r=PG&f=1,raj,https://stackoverflow.com/users/7326593/raj,None,None,2022-05-27
"maps,numpy,pandas,plotly",False,25,None,1,0,1653747309,1653672362,1653747105.0,72409047,CC BY-SA 4.0,https://stackoverflow.com/questions/72409047/how-to-display-data-over-my-map-in-plotly-express-choropleth,How to display data over my map in plotly.express choropleth?,1,19215832,registered,None,https://lh3.googleusercontent.com/a-/AOh14GiHUFsIqcZirAxcbBgkfHJMK7lP448aE5xoxyxi=k-s256,ABHINAV JAIN,https://stackoverflow.com/users/19215832/abhinav-jain,None,None,2022-05-27
"pandas,python",True,40,72409203.0,2,0,1653673208,1653672129,None,72409009,CC BY-SA 4.0,https://stackoverflow.com/questions/72409009/why-pandas-custs-the-zero-in-the-first-position,Why Pandas custs the zero in the first position?,17,19215892,registered,None,https://www.gravatar.com/avatar/97cf458c0ef5f10374d8127f05d752ed?s=256&d=identicon&r=PG,Mamed,https://stackoverflow.com/users/19215892/mamed,None,None,2022-05-27
"pandas,python",True,33,72409480.0,1,0,1653675743,1653672025,None,72408990,CC BY-SA 4.0,https://stackoverflow.com/questions/72408990/how-to-fix-pandas-extract-data,How to fix Pandas extract data?,17,19215892,registered,None,https://www.gravatar.com/avatar/97cf458c0ef5f10374d8127f05d752ed?s=256&d=identicon&r=PG,Mamed,https://stackoverflow.com/users/19215892/mamed,None,None,2022-05-27
"pandas,plotly,python",True,23,72453868.0,1,0,1654029422,1653670216,None,72408683,CC BY-SA 4.0,https://stackoverflow.com/questions/72408683/plotly-plotting-columns-of-a-dataframe-resulting-in-blank-plot,Plotly: Plotting columns of a dataframe resulting in blank plot,240,1825365,registered,75.0,https://i.stack.imgur.com/lArx2.jpg?s=256&g=1,dhsmith,https://stackoverflow.com/users/1825365/dhsmith,None,None,2022-05-27
"datetime,matplotlib,numpy,pandas,xticks",False,14,None,0,0,1653668920,1653668920,None,72408445,CC BY-SA 4.0,https://stackoverflow.com/questions/72408445/how-to-create-x-ticks-with-dates-using-numpy-array-with-specific-difference,how to create x.ticks() with dates using NumPy array with specific difference,9,6253465,registered,None,https://www.gravatar.com/avatar/4fcd8bcf42a9309b829730be5c4fcf50?s=256&d=identicon&r=PG&f=1,nik,https://stackoverflow.com/users/6253465/nik,None,None,2022-05-27
"dataframe,pandas,python,python-datetime",False,31,None,1,0,1653677060,1653667620,None,72408208,CC BY-SA 4.0,https://stackoverflow.com/questions/72408208/selecting-datetime-column-names-in-pandas-dataframe,Selecting datetime column names in pandas dataframe,571,6389099,registered,None,https://www.gravatar.com/avatar/621d0cd73aadad362cd12870cbdee413?s=256&d=identicon&r=PG&f=1,RSM,https://stackoverflow.com/users/6389099/rsm,None,None,2022-05-27
"pandas,pyspark,python",False,23,None,1,0,1653684777,1653666713,1653680293.0,72408031,CC BY-SA 4.0,https://stackoverflow.com/questions/72408031/read-json-with-pyspark-translate-pandas-code,Read json with pyspark - translate pandas code,247,11058050,registered,None,https://www.gravatar.com/avatar/fc2da3f1c8804250c1075bef1943d3f5?s=256&d=identicon&r=PG&f=1,SkuPak,https://stackoverflow.com/users/11058050/skupak,None,None,2022-05-27
"numpy,pandas,python",True,42,72407872.0,1,0,1653666005,1653665801,None,72407826,CC BY-SA 4.0,https://stackoverflow.com/questions/72407826/python-replace-a-very-long-string-into-integer,Python - Replace a very long string into integer,1757,9537439,registered,None,https://www.gravatar.com/avatar/cf47c920a9ec9ad699c278ed0763d58f?s=256&d=identicon&r=PG&f=1,Chris,https://stackoverflow.com/users/9537439/chris,None,None,2022-05-27
"dataframe,pandas,python",False,37,None,3,0,1654016621,1653664770,1653665406.0,72407612,CC BY-SA 4.0,https://stackoverflow.com/questions/72407612/create-a-dataframe-mask-and-sum-columns,create a dataframe mask and sum columns,123,15020907,registered,None,https://www.gravatar.com/avatar/69a94e6cd3dae7db4ff282e31ab7dca9?s=256&d=identicon&r=PG&f=1,fredooms,https://stackoverflow.com/users/15020907/fredooms,None,None,2022-05-27
"dataframe,jupyter-notebook,pandas,python",False,27,None,0,0,1653667642,1653664469,1653667642.0,72407553,CC BY-SA 4.0,https://stackoverflow.com/questions/72407553/python-zip-function-returns-too-many-values-to-unpack,Python zip function returns too many values to unpack,257,4889002,registered,None,https://i.stack.imgur.com/QU9TB.jpg?s=256&g=1,Sa&#239;d Maanan,https://stackoverflow.com/users/4889002/sa%c3%afd-maanan,None,None,2022-05-27
"pandas,python",True,10,72407656.0,1,0,1653664994,1653664038,None,72407463,CC BY-SA 4.0,https://stackoverflow.com/questions/72407463/is-there-a-way-to-prevent-pandas-read-json-orient-split-from-opportunistical,Is there a way to prevent Pandas read_json (orient=&#39;split&#39;) from opportunistically converting a float64 column to int64?,3,15377592,registered,None,https://www.gravatar.com/avatar/749af827fd0a19bd2ff4efdaffff5861?s=256&d=identicon&r=PG&f=1,Dre,https://stackoverflow.com/users/15377592/dre,None,None,2022-05-27
"dynamic,for-loop,pandas,python,while-loop",False,54,None,1,0,1653680688,1653663316,None,72407290,CC BY-SA 4.0,https://stackoverflow.com/questions/72407290/update-columns-for-every-loop-of-a-group-in-pandas,Update columns for every loop of a group in Pandas,95,17390230,registered,None,https://www.gravatar.com/avatar/124384a51a17dd452c2dae5ea8e43c07?s=256&d=identicon&r=PG,its.kcl,https://stackoverflow.com/users/17390230/its-kcl,None,None,2022-05-27
"pandas,python-3.x",False,17,None,0,0,1653662089,1653662089,None,72407034,CC BY-SA 4.0,https://stackoverflow.com/questions/72407034/using-variable-within-the-query-method-of-pandas-dataframe,Using variable within the &#39;query&#39; method of pandas dataframe,740,14566295,registered,None,https://lh4.googleusercontent.com/-6DUkggAr7zc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclDPZRqm6dTjZJyR1PPKYuJmVLAjw/s96-c/photo.jpg?sz=256,Brian Smith,https://stackoverflow.com/users/14566295/brian-smith,None,None,2022-05-27
"pandas,python,replace",True,21,72406913.0,1,0,1653678585,1653661169,None,72406852,CC BY-SA 4.0,https://stackoverflow.com/questions/72406852/post-update-pandas-dataframe-replace-function-kicking-out-error,Post update pandas dataframe .replace function kicking out error,75,13748857,registered,None,https://www.gravatar.com/avatar/1988bb73ac715580002ab26906b04ed9?s=256&d=identicon&r=PG&f=1,breaker7,https://stackoverflow.com/users/13748857/breaker7,None,None,2022-05-27
"deployment,github,heroku,pandas,python",False,13,None,0,0,1653660999,1653660999,None,72406821,CC BY-SA 4.0,https://stackoverflow.com/questions/72406821/keyerror-when-deploying-through-github-to-heroku,KeyError when deploying through Github to Heroku,1,19214748,registered,None,https://www.gravatar.com/avatar/18e3efdd3745005cadf40de6bc505fdf?s=256&d=identicon&r=PG,cody8522,https://stackoverflow.com/users/19214748/cody8522,None,None,2022-05-27
"pandas,python,sqlalchemy",False,23,None,0,0,1653657681,1653657681,None,72406135,CC BY-SA 4.0,https://stackoverflow.com/questions/72406135/retrieve-latest-insert-when-using-pandas-dataframe-to-sql,Retrieve latest insert when using pandas.DataFrame.to_sql()?,1,19214414,registered,None,https://www.gravatar.com/avatar/d79b8a7e673f799dfe6d1edac9b9d3bc?s=256&d=identicon&r=PG,Jonas_GD,https://stackoverflow.com/users/19214414/jonas-gd,None,None,2022-05-27
"dataframe,pandas,parquet,python,python-3.x",False,35,None,0,0,1653656983,1653656983,None,72405974,CC BY-SA 4.0,https://stackoverflow.com/questions/72405974/reading-parquet-file-in-pandas,Reading parquet file in pandas,185,14080363,registered,None,https://lh3.googleusercontent.com/a-/AOh14Gjp4o-_q-TLMGTVpJpyHps6sycRnEIW57qQEviRiA=k-s256,Yafaa,https://stackoverflow.com/users/14080363/yafaa,None,None,2022-05-27
"dataframe,pandas,python,slice",False,37,None,1,0,1653669623,1653656165,None,72405793,CC BY-SA 4.0,https://stackoverflow.com/questions/72405793/slice-a-3d-pandas-dataframe,Slice a 3d pandas dataframe,101,18281468,registered,None,https://www.gravatar.com/avatar/356f5fc00b2c03e78d265887fddb6735?s=256&d=identicon&r=PG&f=1,perceptronEnthusiast420,https://stackoverflow.com/users/18281468/perceptronenthusiast420,None,None,2022-05-27
"cvxpy,dataframe,pandas,python",False,27,None,1,0,1653697864,1653654151,1653661484.0,72405397,CC BY-SA 4.0,https://stackoverflow.com/questions/72405397/linear-optimisation-in-python-using-cvxpy,Linear optimisation in python using cvxpy,355,10981411,registered,None,https://www.gravatar.com/avatar/e98fbcfebe617c593d6b1800fb87697b?s=256&d=identicon&r=PG&f=1,TRex,https://stackoverflow.com/users/10981411/trex,None,None,2022-05-27
"dataframe,pandas,pandas-groupby,python",False,38,None,1,0,1653792211,1653653827,None,72405337,CC BY-SA 4.0,https://stackoverflow.com/questions/72405337/how-do-i-groupby-simple-dataframe-my-code-is-not-giving-expected-output,"How do I groupby simple dataframe, my code is not giving expected output",1,19084980,registered,None,https://lh3.googleusercontent.com/a-/AOh14GjTQ9iunpoZBYpADJnxi5zD9FJDbKPn_PphGuo1fg=k-s256,Gaurav Shinde,https://stackoverflow.com/users/19084980/gaurav-shinde,None,None,2022-05-27
"finance,pandas,python",False,40,None,1,0,1653677431,1653653635,1653654619.0,72405304,CC BY-SA 4.0,https://stackoverflow.com/questions/72405304/how-can-i-compute-one-day-ahead-returns-in-a-panda-dataframe,How can I compute one day ahead returns in a panda dataframe?,1,14648970,registered,None,https://www.gravatar.com/avatar/419868ac3471460cfa730a2f3c89bc11?s=256&d=identicon&r=PG&f=1,MachineLearner75,https://stackoverflow.com/users/14648970/machinelearner75,None,None,2022-05-27
"matplotlib,pandas,pie-chart,python",False,35,None,1,0,1653790184,1653652411,None,72405047,CC BY-SA 4.0,https://stackoverflow.com/questions/72405047/python-how-to-add-value-along-with-percentage-in-pie-plot,"Python, How to add value along with percentage in pie plot",101,14615740,registered,None,https://www.gravatar.com/avatar/1afacf34e26b423c014a7a4f0ff32595?s=256&d=identicon&r=PG&f=1,Vinay_S,https://stackoverflow.com/users/14615740/vinay-s,None,None,2022-05-27
"dataframe,pandas,python",False,32,None,0,0,1653660463,1653651977,1653660463.0,72404954,CC BY-SA 4.0,https://stackoverflow.com/questions/72404954/how-to-apply-the-sumifs-function-from-excel-to-a-pandas-dataframe-with-several-c,How to apply the SUMIFS function from Excel to a Pandas DataFrame with several conditions,11,19051065,registered,None,https://i.stack.imgur.com/bcihF.jpg?s=256&g=1,Simen Bekkevoll,https://stackoverflow.com/users/19051065/simen-bekkevoll,None,None,2022-05-27
"pandas,pandas-groupby,python-3.x",False,19,None,0,0,1653647743,1653647743,None,72404066,CC BY-SA 4.0,https://stackoverflow.com/questions/72404066/add-a-summarize-row-to-a-groupby-dataframe-in-python,Add a summarize row to a groupby dataframe in Python,585,7957633,registered,23.0,https://www.gravatar.com/avatar/775f780075df46cfd74ee78f7109690f?s=256&d=identicon&r=PG&f=1,puppet,https://stackoverflow.com/users/7957633/puppet,None,None,2022-05-27
"dataframe,pandas,python",True,22,72404142.0,1,0,1653648201,1653647731,None,72404064,CC BY-SA 4.0,https://stackoverflow.com/questions/72404064/fastest-way-to-access-dataframe-cell-by-colums-values,fastest way to access dataframe cell by colums values?,35,19138271,registered,None,https://www.gravatar.com/avatar/211004141ba60d43d32fbcfa18386d76?s=256&d=identicon&r=PG,Hamza9999,https://stackoverflow.com/users/19138271/hamza9999,None,None,2022-05-27
"google-colaboratory,ipywidgets,pandas,plotly,python",False,17,None,0,0,1653680648,1653646383,1653680648.0,72403821,CC BY-SA 4.0,https://stackoverflow.com/questions/72403821/ipywidgets-tab-not-displaying-every-time,ipywidgets tab not displaying every time,1056,9182743,registered,None,https://www.gravatar.com/avatar/9306778cac4cc704a8931a04cf432bf9?s=256&d=identicon&r=PG,Leo,https://stackoverflow.com/users/9182743/leo,None,None,2022-05-27
"pandas,python",False,39,None,0,0,1653654951,1653643014,1653654951.0,72403138,CC BY-SA 4.0,https://stackoverflow.com/questions/72403138/trying-to-sort-by-date-in-a-grouped-dataframe-in-python,Trying to sort by date in a grouped dataframe in python,1,17602104,registered,None,https://www.gravatar.com/avatar/c9739916645d948d6410ab3093b8c79d?s=256&d=identicon&r=PG,Lauren Gilman,https://stackoverflow.com/users/17602104/lauren-gilman,None,None,2022-05-27
"pandas,python-3.x",False,33,None,2,0,1653671467,1653642980,None,72403130,CC BY-SA 4.0,https://stackoverflow.com/questions/72403130/add-a-new-column-with-value-from-another-column-matching-a-pattern,Add a new column with value from another column matching a pattern,2836,12559770,registered,None,https://www.gravatar.com/avatar/80816af816ac0730164c41548116b0db?s=256&d=identicon&r=PG&f=1,chippycentra,https://stackoverflow.com/users/12559770/chippycentra,None,None,2022-05-27
"dataframe,pandas,python",False,20,None,1,0,1653642326,1653641513,None,72402856,CC BY-SA 4.0,https://stackoverflow.com/questions/72402856/counting-occurance-of-string-cateogry-pandas-groupby-aggregate,Counting occurance of string / cateogry pandas groupby aggregate,1355,6076861,registered,60.0,https://www.gravatar.com/avatar/5259690785ed4ad7d1b89cbf79f3932b?s=256&d=identicon&r=PG&f=1,mapping dom,https://stackoverflow.com/users/6076861/mapping-dom,None,None,2022-05-27
"dask,dataframe,pandas,python",False,28,None,0,0,1653637013,1653637013,None,72402025,CC BY-SA 4.0,https://stackoverflow.com/questions/72402025/filtering-a-dask-dataframe-and-getting-out-of-memory-error,Filtering a dask dataframe and getting out of memory error,9,12785895,registered,None,https://lh6.googleusercontent.com/-SZA8cxWoyxw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reXfi7wgj17hf8JQ-CUyYnCIKboeA/photo.jpg?sz=256,Ido Shimshi,https://stackoverflow.com/users/12785895/ido-shimshi,None,None,2022-05-27
"installation,pandas,pip,python",False,137,None,0,0,1653638498,1653633331,1653638498.0,72401377,CC BY-SA 4.0,https://stackoverflow.com/questions/72401377/error-could-not-build-wheels-for-pandas-which-is-required-to-install-pyproject,"ERROR: Could not build wheels for pandas, which is required to install pyproject.toml-based projects",4656,13629335,registered,None,https://i.stack.imgur.com/n46ga.png?s=256&g=1,Thingamabobs,https://stackoverflow.com/users/13629335/thingamabobs,None,None,2022-05-27
"dataframe,jupyter-notebook,pandas,python",False,33,None,0,0,1653660027,1653633297,1653660027.0,72401374,CC BY-SA 4.0,https://stackoverflow.com/questions/72401374/python-unpack-a-zip-to-a-dataframe,Python: unpack a zip to a dataframe,257,4889002,registered,None,https://i.stack.imgur.com/QU9TB.jpg?s=256&g=1,Sa&#239;d Maanan,https://stackoverflow.com/users/4889002/sa%c3%afd-maanan,None,None,2022-05-27
"automation,dataframe,pandas,python,web",False,14,None,0,0,1653780270,1653633280,1653780270.0,72401371,CC BY-SA 4.0,https://stackoverflow.com/questions/72401371/how-do-i-add-job-posting-schema-in-my-wordpress-posts-using-pandas,How do I add job posting schema in my wordpress posts using pandas,1,19171532,registered,None,https://lh3.googleusercontent.com/a-/AOh14GjxsfjSQxdJVGf_K5p_XPU9ZEkh1JVrvyfN1VQu=k-s256,md sun,https://stackoverflow.com/users/19171532/md-sun,None,None,2022-05-27
"pandas,python,seldon",False,19,None,0,0,1653632997,1653632997,None,72401330,CC BY-SA 4.0,https://stackoverflow.com/questions/72401330/how-to-convert-a-pandas-dataframe-into-a-valid-mlserver-predict-v2-encoded-paylo,How to convert a Pandas DataFrame into a valid MLserver Predict V2-encoded payload?,3084,4652515,registered,65.0,https://www.gravatar.com/avatar/2e351e259ed06a0a23381da0ebfa2717?s=256&d=identicon&r=PG&f=1,John Allard,https://stackoverflow.com/users/4652515/john-allard,None,None,2022-05-27
"dataframe,duplicates,filter,pandas,python",False,14,None,0,0,1653631875,1653631494,1653631875.0,72401110,None,https://stackoverflow.com/questions/72401110/duplicate-values-in-a-column-in-pandas,Duplicate values in a column in pandas,1,19211868,registered,None,https://lh3.googleusercontent.com/a/AATXAJzDyctwAoquYeL1sQYIC-i98iP5BG_y6KzUqLSU=k-s256,Dalip Thakur,https://stackoverflow.com/users/19211868/dalip-thakur,1653631927.0,Duplicate,2022-05-27
"matplotlib,pandas,python",False,34,None,0,0,1653630234,1653628017,None,72400686,None,https://stackoverflow.com/questions/72400686/pandas-plotting-multiple-histograms,Pandas - plotting multiple histograms,9639,122466,registered,38.0,https://www.gravatar.com/avatar/ff0cfde5a80abbe8c9206e7ae022d57c?s=256&d=identicon&r=PG&f=1,Aadith Ramia,https://stackoverflow.com/users/122466/aadith-ramia,1653632273.0,Duplicate,2022-05-27
"openpyxl,pandas,python,xlsx",False,41,None,0,0,1653625281,1653625281,None,72400442,CC BY-SA 4.0,https://stackoverflow.com/questions/72400442/resolving-numbers-stored-as-text-errors,Resolving numbers stored as text errors,1,17567133,registered,None,https://www.gravatar.com/avatar/356beaf523baab2bc4949b1afbb0f07f?s=256&d=identicon&r=PG,bokka501,https://stackoverflow.com/users/17567133/bokka501,None,None,2022-05-27
"algorithm,for-loop,pandas,python,while-loop",False,57,None,1,0,1653738399,1653623659,None,72400300,CC BY-SA 4.0,https://stackoverflow.com/questions/72400300/how-to-update-values-of-the-same-column-values-but-outside-a-group,How to update values of the same column values but outside a group,23,3051741,registered,None,https://graph.facebook.com/1214987824/picture?type=large,itskcl,https://stackoverflow.com/users/3051741/itskcl,None,None,2022-05-27
"data-science,machine-learning,pandas,python,random-forest",False,21,None,2,0,1653655062,1653617343,1653617843.0,72399746,CC BY-SA 4.0,https://stackoverflow.com/questions/72399746/how-to-check-the-model-prediction-with-original-values-in-machine-learning,How to check the model prediction with original values in machine learning,35,13214782,registered,None,https://lh3.googleusercontent.com/a-/AOh14Gi-vvXI0ccJxW81OdkOjJlwjDuKoHboEiCbID9cSw=k-s256,Hammad Shahzad,https://stackoverflow.com/users/13214782/hammad-shahzad,None,None,2022-05-27
"pandas,python",True,19,72399942.0,1,0,1653619725,1653617206,1653617318.0,72399731,None,https://stackoverflow.com/questions/72399731/sum-of-specific-string-elements-in-a-dataframe,Sum of Specific String Elements in a dataframe,5,7322153,registered,None,https://www.gravatar.com/avatar/3ce83bf0deb4d9ffee33205a5e649b28?s=256&d=identicon&r=PG&f=1,Awais Farooqui,https://stackoverflow.com/users/7322153/awais-farooqui,1653624128.0,Duplicate,2022-05-27
"api,dictionary,pandas,python",False,30,None,0,0,1653616069,1653616069,None,72399656,CC BY-SA 4.0,https://stackoverflow.com/questions/72399656/object-of-type-int-has-no-len-error-when-calling-the-from-dict-from-pandas,object of type &#39;int&#39; has no len() error when calling the from_dict() from pandas,3,14688164,registered,None,https://www.gravatar.com/avatar/025d0b166148cede807a1b415e99bb3f?s=256&d=identicon&r=PG&f=1,il velan,https://stackoverflow.com/users/14688164/il-velan,None,None,2022-05-27
