tags,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,owner_reputation,owner_user_id,owner_user_type,owner_profile_image,owner_display_name,owner_link,last_edit_date,closed_date,closed_reason,owner_accept_rate,insert_date
"dataframe,pandas,python",True,31,None,1,0,1653599109,1653598615,72397937,CC BY-SA 4.0,https://stackoverflow.com/questions/72397937/how-to-search-for-a-word-or-string-inside-a-pandas-dataframe-column,How to search for a word or string inside a pandas dataframe column?,71,17906841,registered,https://www.gravatar.com/avatar/78700a280cac97b102f2e5a4fa8d6435?s=256&d=identicon&r=PG,valentim.kodak,https://stackoverflow.com/users/17906841/valentim-kodak,1653598972.0,None,None,None,2022-05-26
"pandas,python",True,50,None,4,0,1653599322,1653596511,72397643,CC BY-SA 4.0,https://stackoverflow.com/questions/72397643/add-grouped-percentiles-to-a-pandas-dataframe,Add grouped percentiles to a pandas DataFrame,6751,1472253,registered,https://www.gravatar.com/avatar/cbd59e323ca96a9b4fdf3065590ecd0e?s=256&d=identicon&r=PG,Andrew Brēza,https://stackoverflow.com/users/1472253/andrew-br%c4%93za,None,None,None,100.0,2022-05-26
"dataformat,dataframe,formatting,pandas,python",True,29,72397188.0,1,0,1653594036,1653592072,72396835,CC BY-SA 4.0,https://stackoverflow.com/questions/72396835/data-splitting-melting-and-transformation-in-python,"Data Splitting, Melting, and Transformation in Python",105,18084286,registered,https://www.gravatar.com/avatar/3d5db60c5c6a78f8f5c1b4efff60b3d9?s=256&d=identicon&r=PG,HelpMeCode,https://stackoverflow.com/users/18084286/helpmecode,None,None,None,None,2022-05-26
"pandas,python",True,16,72396490.0,1,0,1653590007,1653589475,72396405,CC BY-SA 4.0,https://stackoverflow.com/questions/72396405/pandas-convert-timestamp-in-a-dynamic-way,pandas convert timestamp in a dynamic way,906,10580574,registered,https://www.gravatar.com/avatar/8d507cfae0e9a819acd0b1af9787505e?s=256&d=identicon&r=PG&f=1,Coder,https://stackoverflow.com/users/10580574/coder,None,None,None,None,2022-05-26
"pandas,pandas-groupby",True,15,None,1,0,1653590250,1653589441,72396401,CC BY-SA 4.0,https://stackoverflow.com/questions/72396401/how-to-group-by-with-sum-transformation,How to group by with sum transformation,19,18808414,registered,https://www.gravatar.com/avatar/a40daf5cd7da164f96d16d474a74e64e?s=256&d=identicon&r=PG,Ruslan Pylypyuk,https://stackoverflow.com/users/18808414/ruslan-pylypyuk,1653589810.0,None,None,None,2022-05-26
"pandas,python-3.x,regex",True,17,72396376.0,2,0,1653589451,1653589014,72396318,CC BY-SA 4.0,https://stackoverflow.com/questions/72396318/how-to-only-select-the-very-next-string-after-target-string-but-the-next-string,"How to only select the very next string after target string but the next string after the target string, regardless of punctation?",3072,3277133,registered,https://www.gravatar.com/avatar/887c8d5491e0f4976fd0b261644f89ba?s=256&d=identicon&r=PG&f=1,RustyShackleford,https://stackoverflow.com/users/3277133/rustyshackleford,None,None,None,88.0,2022-05-26
"numpy-ndarray,pandas,python,series,sorting",True,29,72396395.0,3,0,1653593301,1653588827,72396287,CC BY-SA 4.0,https://stackoverflow.com/questions/72396287/sort-pandas-series-both-on-values-and-index,Sort pandas Series both on values and index,3,19207934,registered,https://www.gravatar.com/avatar/c7837c304ab976e6a065c028ead9a8ed?s=256&d=identicon&r=PG&f=1,kian,https://stackoverflow.com/users/19207934/kian,1653589587.0,None,None,None,2022-05-26
"pandas,pandas-groupby,python",True,26,72396004.0,1,0,1653587255,1653586251,72395807,CC BY-SA 4.0,https://stackoverflow.com/questions/72395807/python-function-used-with-pandas-groupbyaggregate,Python function used with pandas groupby&amp;aggregate,31,10403134,registered,https://www.gravatar.com/avatar/9b9455b7a51f38b18ddea740e5e4d89e?s=256&d=identicon&r=PG&f=1,Andy,https://stackoverflow.com/users/10403134/andy,None,None,None,None,2022-05-26
"pandas,python,xlsx",True,30,72396090.0,1,0,1653590769,1653583622,72395294,CC BY-SA 4.0,https://stackoverflow.com/questions/72395294/valueerror-length-mismatch-when-tried-to-read-multiple-xlsx-files-with-multip,ValueError: Length mismatch - when tried to read multiple xlsx files with multiple sheets in pandas?,518,7114383,registered,https://www.gravatar.com/avatar/c30d586b847851face8e38abc056bdb8?s=256&d=identicon&r=PG&f=1,Hamilton,https://stackoverflow.com/users/7114383/hamilton,1653586202.0,None,None,85.0,2022-05-26
"dataframe,pandas,python",True,43,72402493.0,1,0,1653639652,1653581909,72394950,CC BY-SA 4.0,https://stackoverflow.com/questions/72394950/how-to-fix-date-time-format-in-pandas-python,How to fix date time format in Pandas Python,24,15491555,registered,https://lh3.googleusercontent.com/a-/AOh14GhEF_u-JwN9iLubQZY6a41dWdGTkY-sEN2AgaAosw=k-s256,yashaswa varshney,https://stackoverflow.com/users/15491555/yashaswa-varshney,1653582848.0,None,None,None,2022-05-26
"dataframe,pandas,python",True,30,72393105.0,2,0,1653573834,1653572990,72392921,CC BY-SA 4.0,https://stackoverflow.com/questions/72392921/how-to-have-create-more-than-one-header-in-pandas-python,How to have create more than one header in pandas python?,3,19206998,registered,https://www.gravatar.com/avatar/3d5334171a8ce28d14920781fbb129c7?s=256&d=identicon&r=PG,Hadi,https://stackoverflow.com/users/19206998/hadi,None,None,None,None,2022-05-26
"csv,decimal,pandas,precision,python",True,42,72393063.0,3,0,1653575069,1653572339,72392772,CC BY-SA 4.0,https://stackoverflow.com/questions/72392772/pd-read-csv-keep-number-of-decimals,pd.read_csv() keep number of decimals,3,18070910,registered,https://lh3.googleusercontent.com/a-/AOh14GgYXASc7svpSLWBz0qXiTtu0kVR1h786TAONXPW=k-s256,arkriger,https://stackoverflow.com/users/18070910/arkriger,None,None,None,None,2022-05-26
"dataframe,pandas,python",True,21,72392608.0,1,0,1653571715,1653570736,72392394,None,https://stackoverflow.com/questions/72392394/what-is-the-syntax-for-removing-duplicate-rows-in-pandas-where-all-of-the-colum,What is the syntax for removing duplicate rows in pandas (where all of the columns match)?,33,19143736,registered,https://www.gravatar.com/avatar/5ffab32f9bb99da07a9623b3d23d9333?s=256&d=identicon&r=PG,Nicodeno S,https://stackoverflow.com/users/19143736/nicodeno-s,1653571715.0,1653574442.0,Not suitable for this site,None,2022-05-26
"csv,dataframe,loops,pandas,python",True,42,None,1,0,1653585328,1653569451,72392111,CC BY-SA 4.0,https://stackoverflow.com/questions/72392111/loop-in-python-pandas-to-modify-all-csvs-in-folder,Loop in python pandas to modify all CSV&#39;s in folder,25,18862291,registered,https://www.gravatar.com/avatar/ed3047d7d917cf81347b0d80294d0c71?s=256&d=identicon&r=PG&f=1,marley01,https://stackoverflow.com/users/18862291/marley01,1653585328.0,None,None,None,2022-05-26
"networkx,pandas,python",True,28,None,1,0,1653631119,1653569106,72392034,CC BY-SA 4.0,https://stackoverflow.com/questions/72392034/how-to-find-all-the-nodes-that-are-4-steps-away-from-the-source-node,how to find all the nodes that are 4 steps away from the source node?,441,13172208,registered,https://lh4.googleusercontent.com/-SV28GwjwhMk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPkV3YmU_xOQa-ZolzhKDEMfmjfsA/photo.jpg?sz=256,matan,https://stackoverflow.com/users/13172208/matan,None,None,None,None,2022-05-26
"pandas,python",True,25,72392138.0,1,0,1653570212,1653568856,72391983,CC BY-SA 4.0,https://stackoverflow.com/questions/72391983/how-to-calculate-unique-rows-with-values-in-pandas,How to calculate unique rows with values in pandas,19,18808414,registered,https://www.gravatar.com/avatar/a40daf5cd7da164f96d16d474a74e64e?s=256&d=identicon&r=PG,Ruslan Pylypyuk,https://stackoverflow.com/users/18808414/ruslan-pylypyuk,1653570212.0,None,None,None,2022-05-26
"dataframe,numpy,pandas,python",True,41,72391682.0,1,0,1653568075,1653563668,72390929,CC BY-SA 4.0,https://stackoverflow.com/questions/72390929/convert-year-month-into-date-while-groupby,Convert year-month into Date while GroupBy,2010,3120129,registered,https://i.stack.imgur.com/9kgKm.jpg?s=256&g=1,10101,https://stackoverflow.com/users/3120129/10101,1653568075.0,None,None,73.0,2022-05-26
"dataframe,numpy,pandas,python,python-3.x",True,45,None,3,0,1653598072,1653562990,72390780,CC BY-SA 4.0,https://stackoverflow.com/questions/72390780/reading-three-tables-from-same-file-in-different-dataframes-in-pandas,Reading three tables from same file in different Dataframes in pandas,59,18127596,registered,https://www.gravatar.com/avatar/2e1f5b1fa7ebe8790bd36ca9f57d68c8?s=256&d=identicon&r=PG,Mohit,https://stackoverflow.com/users/18127596/mohit,1653593546.0,None,None,None,2022-05-26
"background-color,colors,dataframe,pandas,python",True,33,None,2,0,1653574163,1653561819,72390538,CC BY-SA 4.0,https://stackoverflow.com/questions/72390538/how-to-change-the-color-of-a-dataframe-header-with-python-pandas,How to change the color of a dataframe header with python pandas,29,17520196,registered,https://lh3.googleusercontent.com/a/AATXAJxOtReGjJ-3uxWpnD8BBshcrZnsW-GOnTrx_xMH=k-s256,acolyter11,https://stackoverflow.com/users/17520196/acolyter11,None,None,None,None,2022-05-26
"pandas,python",True,50,72396209.0,1,0,1653588345,1653560604,72390310,CC BY-SA 4.0,https://stackoverflow.com/questions/72390310/valueerror-columns-must-be-same-length-as-key-why-can-i-not-use-pd-cut-on-a,ValueError: Columns must be same length as key - why can I not use pd.cut() on a list of numbers,1193,8407951,registered,https://www.gravatar.com/avatar/22ac0be4f472b5379a2175a668266f83?s=256&d=identicon&r=PG&f=1,Slowat_Kela,https://stackoverflow.com/users/8407951/slowat-kela,None,None,None,62.0,2022-05-26
"csv,edit,pandas,python",True,46,72392320.0,2,0,1653570396,1653558910,72389964,CC BY-SA 4.0,https://stackoverflow.com/questions/72389964/python-csv-check-fields-with-same-id-in-column-if-value-is-null-in-another-colum,Python CSV check fields with same id in column if value is null in another column,91,12229912,registered,https://lh3.googleusercontent.com/a-/AAuE7mAr_BGCQBVNlv2bzG10TxaFCVzyycGdHrN6SH34=k-s256,Reda Khalaf,https://stackoverflow.com/users/12229912/reda-khalaf,1653559380.0,None,None,None,2022-05-26
"dataframe,pandas,python",True,29,None,1,0,1653557930,1653557668,72389708,CC BY-SA 4.0,https://stackoverflow.com/questions/72389708/dataframe-query-result-to-string,Dataframe query result to string,627,6210219,registered,https://www.gravatar.com/avatar/d7700dd655c9a2b6261ed505893bc391?s=256&d=identicon&r=PG&f=1,Sati,https://stackoverflow.com/users/6210219/sati,None,None,None,94.0,2022-05-26
"apache-spark,pandas,pyspark,python",True,88,72391090.0,1,0,1653599565,1653556094,72389385,CC BY-SA 4.0,https://stackoverflow.com/questions/72389385/how-to-load-complex-data-using-pyspark,How to load complex data using Pyspark,422,9363181,registered,https://www.gravatar.com/avatar/edb36784a3f70301c84c54544de9de8e?s=256&d=identicon&r=PG&f=1,RushHour,https://stackoverflow.com/users/9363181/rushhour,1653557337.0,None,None,None,2022-05-26
"comparison,multiple-columns,pandas,python-3.9",True,22,72389890.0,1,0,1653558562,1653552687,72388739,CC BY-SA 4.0,https://stackoverflow.com/questions/72388739/python-pandas-match-2-columns-from-2-files-to-fill-values-in-a-file,Python Pandas Match 2 columns from 2 files to fill values in a file,63,10651762,registered,https://lh3.googleusercontent.com/-JWzEdbdMVwg/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbCdwjukGRKMNTLI0Ge2FcKszuJ-Tg/mo/photo.jpg?sz=256,Lokkii9,https://stackoverflow.com/users/10651762/lokkii9,1653554920.0,None,None,None,2022-05-26
"pandas,python",True,29,None,1,0,1653546222,1653545620,72387479,CC BY-SA 4.0,https://stackoverflow.com/questions/72387479/searching-a-string-with-different-numbers,Searching a string with different numbers,1,5514339,registered,https://www.gravatar.com/avatar/c48d6cd3379cedb25cacf4c0b21ddfd1?s=256&d=identicon&r=PG&f=1,cylurian,https://stackoverflow.com/users/5514339/cylurian,1653545879.0,None,None,None,2022-05-26
"dataframe,pandas,python-3.x",True,24,72386585.0,2,0,1653538378,1653536589,72386443,CC BY-SA 4.0,https://stackoverflow.com/questions/72386443/check-if-multiple-columns-are-object-type,check if multiple columns are object type,337,11315276,registered,https://lh5.googleusercontent.com/-XkLMzK4iuQU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcRrUcmcIQTrBC7D5InZPbJr_1mjA/mo/photo.jpg?sz=256,ApacheOne,https://stackoverflow.com/users/11315276/apacheone,None,None,None,None,2022-05-26
"danfojs,dataframe-js,pandas",True,36,72407930.0,2,0,1653666215,1653531406,72385988,CC BY-SA 4.0,https://stackoverflow.com/questions/72385988/how-to-merge-complex-data-frames-in-pandas-dataframe-js-etc,How to merge complex data frames in pandas/dataframe-js/etc,280,3006169,registered,https://www.gravatar.com/avatar/d938ac98d86c7f4b938236b4731dc432?s=256&d=identicon&r=PG,Andr&#233;,https://stackoverflow.com/users/3006169/andr%c3%a9,None,None,None,None,2022-05-26
"dataframe,duplicates,pandas,python",True,26,72386010.0,1,0,1653532306,1653531222,72385968,CC BY-SA 4.0,https://stackoverflow.com/questions/72385968/detecting-duplicates-in-pandas-when-a-column-contains-lists,Detecting duplicates in pandas when a column contains lists,115,6417219,registered,https://i.stack.imgur.com/uBOou.jpg?s=256&g=1,BLT,https://stackoverflow.com/users/6417219/blt,1653532306.0,None,None,None,2022-05-26
"numpy,pandas,python",True,73,72409583.0,1,0,1654010107,1653523848,72385365,CC BY-SA 4.0,https://stackoverflow.com/questions/72385365/how-to-reshape-pandas-dataframe,How to reshape pandas DataFrame,19312,226473,registered,https://www.gravatar.com/avatar/f639c91d1fb06120d12e3169e532d441?s=256&d=identicon&r=PG,Ramy,https://stackoverflow.com/users/226473/ramy,1653600549.0,None,None,90.0,2022-05-26
"aggregate,aggregation,datetime,pandas,python",True,22,72399069.0,1,0,1653608175,1653607190,72398970,CC BY-SA 4.0,https://stackoverflow.com/questions/72398970/index-is-in-datetime64ns-but-still-get-typeerror-only-valid-with-datetimeinde,Index is in datetime64[ns] but still get TypeError: Only valid with DatetimeIndex,9,19210329,registered,https://www.gravatar.com/avatar/58b241995945490a3ee961e76c8bc946?s=256&d=identicon&r=PG,Fabio,https://stackoverflow.com/users/19210329/fabio,1653607265.0,None,None,None,2022-05-26
"dataframe,pandas,python",False,43,None,2,0,1653663716,1653606284,72398872,CC BY-SA 4.0,https://stackoverflow.com/questions/72398872/how-to-select-column-based-on-row-value-in-a-different-column,How to select column based on row value in a different column,107,12633460,registered,https://www.gravatar.com/avatar/efbca4660f2106222ddc5739d6bfc831?s=256&d=identicon&r=PG&f=1,PKV,https://stackoverflow.com/users/12633460/pkv,None,None,None,None,2022-05-26
"dataframe,import,pandas,python",False,28,None,2,0,1653605462,1653605005,72398740,None,https://stackoverflow.com/questions/72398740/having-a-unicodedecodeerror-utf-8-codec-cant-decode-byte-0xa0-in-position-2,having a {UnicodeDecodeError: &#39;utf-8&#39; codec can&#39;t decode byte 0xa0 in position 2961: invalid start byte} when i try to import csv dataset into pandas,51,17184061,registered,https://www.gravatar.com/avatar/45be5336ae6a1881d22a0bdba888d474?s=256&d=identicon&r=PG,The_Data_Guy,https://stackoverflow.com/users/17184061/the-data-guy,None,1653605577.0,Duplicate,None,2022-05-26
"dataframe,matplotlib,numpy,pandas,python",True,28,72399661.0,1,0,1653616158,1653604631,72398687,CC BY-SA 4.0,https://stackoverflow.com/questions/72398687/placing-subplots-in-matplotlib-with-occupying-different-column-and-row-sizes,Placing Subplots in Matplotlib with Occupying Different column and row sizes,3,19192612,registered,https://lh3.googleusercontent.com/a/AATXAJy9f7-WiHYHXrBtsLZAqKixDwGyFGodhDnPsLTj=k-s256,ere erer,https://stackoverflow.com/users/19192612/ere-erer,1653608136.0,None,None,None,2022-05-26
"data-transform,pandas,python-3.x",True,25,72398658.0,1,0,1653932528,1653603728,72398581,CC BY-SA 4.0,https://stackoverflow.com/questions/72398581/how-to-add-columns-for-each-classification-that-contains-values-in-a-list,How to add column(s) for each classification that contains values in a list,87,9624403,registered,https://graph.facebook.com/2096443197050201/picture?type=large,Eoin Vaughan,https://stackoverflow.com/users/9624403/eoin-vaughan,1653605115.0,None,None,None,2022-05-26
"attributeerror,dataframe,h2o,pandas",False,21,None,1,0,1653642629,1653603067,72398521,CC BY-SA 4.0,https://stackoverflow.com/questions/72398521/why-do-i-receive-attribute-error-when-i-try-to-convert-pandas-df-to-h2o-df,Why do I receive Attribute error when I try to convert pandas df to H2O df?,163,18499643,registered,https://lh3.googleusercontent.com/a/AATXAJwgrAt2WPX1Yh7wmQIC5IU-8iOXztoNZ3SWMgCh=k-s256,Joe Tha,https://stackoverflow.com/users/18499643/joe-tha,None,None,None,None,2022-05-26
"dataframe,date,pandas,python",True,29,72398472.0,2,0,1653604690,1653601360,72398324,CC BY-SA 4.0,https://stackoverflow.com/questions/72398324/how-to-get-a-new-column-count-number-of-time-appear-of-a-date,How to get a new column count number of time appear of a date,3,19209926,registered,https://lh6.googleusercontent.com/-sK47wf715JE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclOL8ZIIUlHxpLfxLwsVxypzmTH0A/photo.jpg?sz=256,Chen Bao,https://stackoverflow.com/users/19209926/chen-bao,None,None,None,None,2022-05-26
"csv,loops,pandas,python,python-3.x",True,35,72398429.0,1,0,1653602862,1653600460,72398193,CC BY-SA 4.0,https://stackoverflow.com/questions/72398193/modify-all-files-in-directory-using-python-loop,Modify all files in directory using Python (Loop),25,19077799,registered,https://lh3.googleusercontent.com/a/AATXAJxC4Se84S4ysSrAwB0ZOX7HwJT9VyH4MDv2i75Z=k-s256,Kamilminiprogramer,https://stackoverflow.com/users/19077799/kamilminiprogramer,None,None,None,None,2022-05-26
"dataframe,pandas,pandas-groupby",False,36,None,3,0,1653600276,1653599142,72398001,CC BY-SA 4.0,https://stackoverflow.com/questions/72398001/groupby-transpose-and-flatten-rows-in-pandas,"GroupBy, Transpose, and flatten rows in Pandas",1,19207679,registered,https://www.gravatar.com/avatar/07e6a97e9b2a6585c88f4e2d349e7c42?s=256&d=identicon&r=PG,PeterPan,https://stackoverflow.com/users/19207679/peterpan,1653599605.0,None,None,None,2022-05-26
"dataframe,matplotlib,pandas,python",False,47,None,1,0,1653815209,1653596165,72397579,CC BY-SA 4.0,https://stackoverflow.com/questions/72397579/plot-gets-really-small-after-adding-text,Plot gets really small after adding text,1,19209395,registered,https://graph.facebook.com/1733361680339446/picture?type=large,larsje99,https://stackoverflow.com/users/19209395/larsje99,None,None,None,None,2022-05-26
"analysis,data-analysis,dataframe,pandas,python",False,46,None,0,0,1653597429,1653595588,72397474,CC BY-SA 4.0,https://stackoverflow.com/questions/72397474/how-do-i-fix-keyerror-in-python,How do i fix keyerror in python,1,19209485,registered,https://lh3.googleusercontent.com/a-/AOh14Gg8Tb9sHE1c1kZf9ppDTtP5KG7j_dGUsq_lbC1E=k-s256,srn,https://stackoverflow.com/users/19209485/srn,1653597429.0,None,None,None,2022-05-26
"dataframe,decimal,pandas,python,replace",True,50,72397708.0,2,0,1653600160,1653595453,72397451,CC BY-SA 4.0,https://stackoverflow.com/questions/72397451/replace-decimals-in-floating-point-numbers,Replace decimals in floating point numbers,17,19108402,registered,https://lh3.googleusercontent.com/a-/AOh14GgEeHX58M1FD30daZNID5U8e2eJhmxkziqW6NrHdA=k-s256,Iris Jacobs,https://stackoverflow.com/users/19108402/iris-jacobs,1653596991.0,None,None,None,2022-05-26
"pandas,python-3.x,python-os",False,21,None,2,0,1653597353,1653595016,72397380,CC BY-SA 4.0,https://stackoverflow.com/questions/72397380/how-would-i-set-the-name-of-a-csv-as-column-in-dataframe,How would I set the name of a csv as column in dataframe,125,14847960,registered,https://www.gravatar.com/avatar/0b89cef78621a5c805771f023cb93771?s=256&d=identicon&r=PG&f=1,birdman,https://stackoverflow.com/users/14847960/birdman,1653597008.0,None,None,None,2022-05-26
"pandas,python",False,22,None,1,0,1653592765,1653592519,72396909,CC BY-SA 4.0,https://stackoverflow.com/questions/72396909/how-to-filter-dataframe-by-amount-of-of-rows-in-column,How to filter dataframe by amount of of rows in column,1,17482629,registered,https://lh3.googleusercontent.com/a-/AOh14GgIo-eNGgG7py7pVeahEXZH6ON1-047ouVQ7vFqnw=k-s256,Руслан Пилипюк,https://stackoverflow.com/users/17482629/%d0%a0%d1%83%d1%81%d0%bb%d0%b0%d0%bd-%d0%9f%d0%b8%d0%bb%d0%b8%d0%bf%d1%8e%d0%ba,None,None,None,None,2022-05-26
"aws-databricks,pandas,pyspark,python",False,17,None,0,0,1653634053,1653592225,72396868,CC BY-SA 4.0,https://stackoverflow.com/questions/72396868/how-to-add-single-filtered-column-dataframe-to-main-dataframe-in-pyspark-or-fast,how to add single filtered column dataframe to main dataframe in pyspark or fastest way to perform joins in pyspark,1,19207307,registered,https://lh3.googleusercontent.com/a-/AOh14Gi73L80nvmSewXzZjh1kf7tVi5rsq0cCCA3LFUp=k-s256,sajeev kumar,https://stackoverflow.com/users/19207307/sajeev-kumar,1653634053.0,None,None,None,2022-05-26
"dataframe,pandas,python",True,26,72397014.0,2,0,1653596061,1653592150,72396854,CC BY-SA 4.0,https://stackoverflow.com/questions/72396854/how-do-i-add-a-header-into-a-dataframe-without-removing-the-first-row,How do I add a header into a DataFrame without removing the first row?,7,19198939,registered,https://www.gravatar.com/avatar/184d00d368cbd02e5d3bacfb9170866e?s=256&d=identicon&r=PG,Jo&#227;o Pedro,https://stackoverflow.com/users/19198939/jo%c3%a3o-pedro,None,None,None,None,2022-05-26
"dataframe,fastparquet,pandas,parquet,python",False,26,None,0,0,1653591642,1653591642,72396759,CC BY-SA 4.0,https://stackoverflow.com/questions/72396759/error-reported-when-saving-dataframe-with-date-as-object-into-a-parquet-file,Error reported when saving dataframe with date as object into a parquet file,159,11512576,registered,https://www.gravatar.com/avatar/b48ef54108d77acb50f3e5186bced1be?s=256&d=identicon&r=PG&f=1,Harry,https://stackoverflow.com/users/11512576/harry,None,None,None,None,2022-05-26
"numpy,pandas,python",False,25,None,1,0,1653636829,1653591426,72396721,CC BY-SA 4.0,https://stackoverflow.com/questions/72396721/how-to-concat-df-with-for-loops,How to concat df with for loops,1,16749667,registered,https://lh3.googleusercontent.com/a-/AOh14GiPUD1jDkX66YrcWUNFJKNXdOW1pETMvwU-q9sfyg=k-s256,Patrizio Iezzi,https://stackoverflow.com/users/16749667/patrizio-iezzi,1653636829.0,None,None,None,2022-05-26
"dataframe,pandas,python",True,23,72396469.0,2,0,1653592170,1653589436,72396399,CC BY-SA 4.0,https://stackoverflow.com/questions/72396399/dataframe-conditional-replacement-with-intigers,Dataframe conditional replacement with intigers,33,10999967,registered,https://lh4.googleusercontent.com/-0GHoI1l4RuA/AAAAAAAAAAI/AAAAAAAABo8/fmzzLH7T4CA/photo.jpg?sz=256,bharath kumar,https://stackoverflow.com/users/10999967/bharath-kumar,1653589737.0,None,None,None,2022-05-26
"pandas,python,txt",False,62,None,1,0,1653591027,1653588408,72396216,CC BY-SA 4.0,https://stackoverflow.com/questions/72396216/how-to-extract-column-names-from-txt-file-properly,How to extract column names from .txt file properly,1,19208608,registered,https://lh3.googleusercontent.com/a/AATXAJzFnDIbLWbk4zewYhfQeAcs5oewN8UEseti4Y6_=k-s256,Nihad Huseynov,https://stackoverflow.com/users/19208608/nihad-huseynov,1653589230.0,None,None,None,2022-05-26
"apply,pandas,python,warnings",False,43,None,0,0,1653590611,1653586733,72395914,CC BY-SA 4.0,https://stackoverflow.com/questions/72395914/python-how-to-change-and-apply-function-into-a-loc-function,Python: How to change and .apply function into a .loc function,257,4889002,registered,https://i.stack.imgur.com/QU9TB.jpg?s=256&g=1,Sa&#239;d Maanan,https://stackoverflow.com/users/4889002/sa%c3%afd-maanan,1653590611.0,None,None,None,2022-05-26
"attributes,pandas,python,xml,xml-parsing",True,51,72396074.0,3,0,1653932554,1653586500,72395867,CC BY-SA 4.0,https://stackoverflow.com/questions/72395867/im-trying-to-get-contents-of-xml-into-a-pandas-dataframe-with-values-of-attrib,"I&#39;m trying to get contents of xml into a pandas dataframe, with values of attributes of element in column along with text content of its child element",3,19208478,registered,https://lh3.googleusercontent.com/a-/AOh14Gioj2Iym0qcBt86gR-W-_jWzj39LezhLerESFe_FA=k-s256,srinath reddy,https://stackoverflow.com/users/19208478/srinath-reddy,1653703506.0,None,None,None,2022-05-26
"csv,dataframe,multi-index,pandas,python",False,24,None,0,0,1653585889,1653585889,72395753,CC BY-SA 4.0,https://stackoverflow.com/questions/72395753/pandas-read-csv-does-not-read-empty-multiindex-file,pandas `read_csv` does not read empty Multiindex file,569,12336422,registered,https://i.stack.imgur.com/yg8gd.png?s=256&g=1,sams-studio,https://stackoverflow.com/users/12336422/sams-studio,None,None,None,None,2022-05-26
"dataframe,initialization,pandas,python,series",False,43,None,2,0,1653597558,1653585613,72395708,CC BY-SA 4.0,https://stackoverflow.com/questions/72395708/how-do-i-create-a-dataframe-with-an-empty-pandas-series-in-a-column,How do I create a DataFrame with an empty pandas Series in a column?,1,7039309,registered,https://lh3.googleusercontent.com/-1iuGXTC604c/AAAAAAAAAAI/AAAAAAAAJV4/gH_b4ejwngg/photo.jpg?sz=256,Tyler Dalbora,https://stackoverflow.com/users/7039309/tyler-dalbora,None,None,None,None,2022-05-26
"k-means,pandas,python,scikit-learn",False,44,None,1,0,1653651908,1653585071,72395612,CC BY-SA 4.0,https://stackoverflow.com/questions/72395612/kmeans-cluster-with-multiple-columns-using-grouped-dataframe,KMeans cluster with multiple columns using grouped dataframe?,63,15702146,registered,https://www.gravatar.com/avatar/bdd2f83851acb15925264da0cde914e5?s=256&d=identicon&r=PG&f=1,gejyn14,https://stackoverflow.com/users/15702146/gejyn14,None,None,None,None,2022-05-26
"operating-system,pandas,python",False,18,None,1,0,1654115661,1653582703,72395103,CC BY-SA 4.0,https://stackoverflow.com/questions/72395103/move-file-after-creation-pypdf2-pandas-merge-write,"Move file after creation, PyPDF2, Pandas, merge.write",53,18820303,registered,https://i.stack.imgur.com/g8t4E.png?s=256&g=1,Chaotic.Python,https://stackoverflow.com/users/18820303/chaotic-python,1654115661.0,None,None,None,2022-05-26
"pandas,python",False,15,None,1,0,1653591321,1653581914,72394951,CC BY-SA 4.0,https://stackoverflow.com/questions/72394951/excel1-with-10-sheets-sorted-wrto-specific-column-loaded-data-to-excel2-ex,Excel(1) with 10 sheets sorted wrto specific column. Loaded data to excel(2). excel(2) has only 1 sheet which is last sheet of excel(1),1,16219735,registered,https://www.gravatar.com/avatar/b113f85342c2ef27cd275ada4adc142a?s=256&d=identicon&r=PG&f=1,Prashanth,https://stackoverflow.com/users/16219735/prashanth,1653582340.0,None,None,None,2022-05-26
"pandas,python",False,31,None,1,0,1653587351,1653581828,72394934,CC BY-SA 4.0,https://stackoverflow.com/questions/72394934/how-to-merge-two-tables-if-they-have-relation-one-to-many-in-python,How to merge two tables if they have relation one to many in python,19,18808414,registered,https://www.gravatar.com/avatar/a40daf5cd7da164f96d16d474a74e64e?s=256&d=identicon&r=PG,Ruslan Pylypyuk,https://stackoverflow.com/users/18808414/ruslan-pylypyuk,1653587351.0,None,None,None,2022-05-26
"dataframe,multi-index,pandas",False,23,None,0,0,1653580990,1653580291,72394601,CC BY-SA 4.0,https://stackoverflow.com/questions/72394601/how-to-split-a-dataframe-with-multi-index-with-one-column-into-multi-columns-wit,How to split a dataframe with multi-index with one column into multi-columns with specific row as index,1,19105151,registered,https://graph.facebook.com/10159576576369564/picture?type=large,Stanten Lee,https://stackoverflow.com/users/19105151/stanten-lee,1653580990.0,None,None,None,2022-05-26
