is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,owner_reputation,owner_user_id,owner_user_type,owner_profile_image,owner_display_name,owner_link,last_edit_date,owner_accept_rate,insert_date
False,0,1653574163,1653574163,72393188,72390538,CC BY-SA 4.0,59,19191829,registered,https://www.gravatar.com/avatar/001e3e02e26a8e7a0716152f32037063?s=256&d=identicon&r=PG,AKS,https://stackoverflow.com/users/19191829/aks,,,2022-05-26
False,1,1653573895,1653573337,72392991,72392929,CC BY-SA 4.0,304,10677682,registered,https://www.gravatar.com/avatar/02eeb3bd7d338140c43cfde756cff108?s=256&d=identicon&r=PG&f=1,M. Chak,https://stackoverflow.com/users/10677682/m-chak,1653573895.0,,2022-05-26
False,0,1653573834,1653573834,72393109,72392921,CC BY-SA 4.0,4188,7212929,registered,https://www.gravatar.com/avatar/e465e06aac39038877a4ec2e808b1c13?s=256&d=identicon&r=PG&f=1,Hamza,https://stackoverflow.com/users/7212929/hamza,,60.0,2022-05-26
True,1,1653573811,1653573811,72393105,72392921,CC BY-SA 4.0,136205,3545273,registered,https://i.stack.imgur.com/RDWxl.png?s=256&g=1,Serge Ballesta,https://stackoverflow.com/users/3545273/serge-ballesta,,100.0,2022-05-26
True,1,1653573647,1653573647,72393063,72392772,CC BY-SA 4.0,21609,10785975,registered,https://www.gravatar.com/avatar/c668b4905932bb9e8abe4d881e689a36?s=256&d=identicon&r=PG&f=1,Daweo,https://stackoverflow.com/users/10785975/daweo,,,2022-05-26
False,0,1653573330,1653573330,72392990,72392929,CC BY-SA 4.0,198,17410068,registered,https://www.gravatar.com/avatar/5296e3f512ef5aab7f4842024732c658?s=256&d=identicon&r=PG,hexahedronest,https://stackoverflow.com/users/17410068/hexahedronest,,,2022-05-26
False,1,1653572576,1653570882,72392441,72392267,CC BY-SA 4.0,14438,11897007,registered,https://i.stack.imgur.com/IoZiJ.png?s=256&g=1,Celius Stingher,https://stackoverflow.com/users/11897007/celius-stingher,1653572576.0,,2022-05-26
True,1,1653571710,1653571710,72392608,72392394,CC BY-SA 4.0,53,16999368,registered,https://lh3.googleusercontent.com/a-/AOh14GhG9PY4gI90lbM9nc_5BMACvF5iWD8Uc4Xm80NY=k-s256,Abdul Wahab Rana,https://stackoverflow.com/users/16999368/abdul-wahab-rana,,,2022-05-26
False,1,1653571240,1653571240,72392518,72392111,CC BY-SA 4.0,81,17823813,registered,https://www.gravatar.com/avatar/3924e8b4e846f72dfb4b2342daa5df0c?s=256&d=identicon&r=PG,hansestadt_greifswald,https://stackoverflow.com/users/17823813/hansestadt-greifswald,,,2022-05-26
False,1,1653570803,1653570803,72392416,72392341,CC BY-SA 4.0,2341,12370687,registered,https://lh5.googleusercontent.com/-lje-OzIiULA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re6gX6UIL4QonJea8Xb9NDwdqqscg/photo.jpg?sz=256,Black Raven,https://stackoverflow.com/users/12370687/black-raven,,,2022-05-26
False,1,1653570630,1653570630,72392374,72392299,CC BY-SA 4.0,81,17823813,registered,https://www.gravatar.com/avatar/3924e8b4e846f72dfb4b2342daa5df0c?s=256&d=identicon&r=PG,hansestadt_greifswald,https://stackoverflow.com/users/17823813/hansestadt-greifswald,,,2022-05-26
True,1,1653570623,1653570623,72392372,72392267,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
True,0,1653570396,1653570396,72392320,72389964,CC BY-SA 4.0,1305,11985088,registered,https://www.gravatar.com/avatar/d939db1ace1a8ed314172d21556232f9?s=256&d=identicon&r=PG&f=1,inquirer,https://stackoverflow.com/users/11985088/inquirer,,,2022-05-26
True,1,1653570075,1653569523,72392138,72391983,CC BY-SA 4.0,328,12845199,registered,https://i.stack.imgur.com/tCOrc.jpg?s=256&g=1,INGl0R1AM0R1,https://stackoverflow.com/users/12845199/ingl0r1am0r1,1653570075.0,,2022-05-26
True,2,1653568138,1653568138,72391830,72390986,CC BY-SA 4.0,81,17823813,registered,https://www.gravatar.com/avatar/3924e8b4e846f72dfb4b2342daa5df0c?s=256&d=identicon&r=PG,hansestadt_greifswald,https://stackoverflow.com/users/17823813/hansestadt-greifswald,,,2022-05-26
True,1,1653568015,1653568015,72391805,72391472,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
True,1,1653567408,1653567408,72391682,72390929,CC BY-SA 4.0,53,19189322,registered,https://www.gravatar.com/avatar/5f79f9d40a41702c7c217aba440ea443?s=256&d=identicon&r=PG,Rick Paddock,https://stackoverflow.com/users/19189322/rick-paddock,,,2022-05-26
False,2,1653567375,1653566681,72391545,72391484,CC BY-SA 4.0,14438,11897007,registered,https://i.stack.imgur.com/IoZiJ.png?s=256&g=1,Celius Stingher,https://stackoverflow.com/users/11897007/celius-stingher,1653567375.0,,2022-05-26
False,0,1653566136,1653565740,72391346,72390986,CC BY-SA 4.0,372,5679047,registered,https://www.gravatar.com/avatar/990d4a045757a4149e3ff27e78940e57?s=256&d=identicon&r=PG&f=1,Zorgoth,https://stackoverflow.com/users/5679047/zorgoth,1653566136.0,,2022-05-26
True,1,1653564436,1653564436,72391068,72390987,CC BY-SA 4.0,80564,16343464,registered,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-26
False,0,1653564301,1653564301,72391042,72390780,CC BY-SA 4.0,151,18927125,registered,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,,,2022-05-26
True,2,1653563603,1653563273,72390844,72390776,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653563603.0,97.0,2022-05-26
False,0,1653563449,1653563449,72390879,72390776,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,1,1653563102,1653562477,72390666,72390538,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,1653563102.0,,2022-05-26
False,1,1653560849,1653560849,72390356,72389964,CC BY-SA 4.0,462,5400562,registered,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,,100.0,2022-05-26
True,2,1653560734,1653556753,72389521,72389366,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653560734.0,97.0,2022-05-26
True,1,1653558562,1653558562,72389890,72388739,CC BY-SA 4.0,144,13829114,registered,https://lh3.googleusercontent.com/-XMl7FXSEmng/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclXpUgHTNF2I7nmkBPNR5quf5A7Eg/photo.jpg?sz=256,Aleksey Kuchkin,https://stackoverflow.com/users/13829114/aleksey-kuchkin,,,2022-05-26
False,1,1653557930,1653557930,72389756,72389708,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,,97.0,2022-05-26
True,1,1653557542,1653557127,72389599,72389561,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653557542.0,97.0,2022-05-26
True,0,1653556912,1653556912,72389553,72389493,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,,97.0,2022-05-26
True,4,1653554959,1653553287,72388843,72388780,CC BY-SA 4.0,3853,2246849,registered,https://www.gravatar.com/avatar/a9e18fe57768aea9ee73c0ef8eb8474b?s=256&d=identicon&r=PG,user2246849,https://stackoverflow.com/users/2246849/user2246849,1653554959.0,,2022-05-26
False,2,1653554926,1653554926,72389157,72389002,CC BY-SA 4.0,5179,10020283,registered,https://i.stack.imgur.com/V9QEo.jpg?s=256&g=1,mcsoini,https://stackoverflow.com/users/10020283/mcsoini,,,2022-05-26
True,1,1653551741,1653543758,72387204,72387117,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653551741.0,97.0,2022-05-26
True,2,1653548583,1653546957,72387704,72387661,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653548583.0,97.0,2022-05-26
False,0,1653547059,1653547059,72387723,72387661,CC BY-SA 4.0,303,14269023,registered,https://www.gravatar.com/avatar/3cec377de8d55edec94d0042b08fecde?s=256&d=identicon&r=PG&f=1,Fergus Kwan,https://stackoverflow.com/users/14269023/fergus-kwan,,,2022-05-26
False,1,1653546222,1653546107,72387558,72387479,CC BY-SA 4.0,11,8128828,registered,https://i.stack.imgur.com/MBjvx.jpg?s=256&g=1,David D,https://stackoverflow.com/users/8128828/david-d,1653546222.0,,2022-05-26
True,1,1653542010,1653541308,72386898,72386876,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653542010.0,97.0,2022-05-26
True,0,1653541940,1653541670,72386948,72386928,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653541940.0,97.0,2022-05-26
False,0,1653541694,1653538968,72386659,72386538,CC BY-SA 4.0,844,14630700,registered,https://www.gravatar.com/avatar/7781a02a92a120c3b5717352e14951d5?s=256&d=identicon&r=PG&f=1,Avinash,https://stackoverflow.com/users/14630700/avinash,1653541694.0,,2022-05-26
True,1,1653540519,1653540519,72386830,72386538,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
False,0,1653538970,1653538970,72386660,72386538,CC BY-SA 4.0,51519,4492932,registered,https://www.gravatar.com/avatar/e8938ef2681650e100bc9f83434ef272?s=256&d=identicon&r=PG,DYZ,https://stackoverflow.com/users/4492932/dyz,,100.0,2022-05-26
False,1,1653538378,1653538378,72386605,72386443,CC BY-SA 4.0,52627,12833166,registered,https://i.stack.imgur.com/xp9wa.jpg?s=256&g=1,Shubham Sharma,https://stackoverflow.com/users/12833166/shubham-sharma,,,2022-05-26
True,0,1653538186,1653538186,72386585,72386443,CC BY-SA 4.0,2078,12965562,registered,https://www.gravatar.com/avatar/748284834b2733914454035905800941?s=256&d=identicon&r=PG,David Lu,https://stackoverflow.com/users/12965562/david-lu,,,2022-05-26
False,1,1653533520,1653533520,72386164,72385988,CC BY-SA 4.0,49150,8380272,registered,https://lh5.googleusercontent.com/-3ZL-hcLCA44/AAAAAAAAAAI/AAAAAAAAAag/L1xahsLXycQ/photo.jpg?sz=256,onyambu,https://stackoverflow.com/users/8380272/onyambu,,,2022-05-26
True,1,1653531643,1653531643,72386010,72385968,CC BY-SA 4.0,296637,7964527,registered,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,100.0,2022-05-26
True,1,1653530119,1653528988,72385761,72385537,CC BY-SA 4.0,4392,18135454,registered,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,1653530119.0,,2022-05-26
True,0,1653529954,1653529954,72385850,72385735,CC BY-SA 4.0,120825,1219006,registered,https://i.stack.imgur.com/M1ZlR.jpg?s=256&g=1,jamylak,https://stackoverflow.com/users/1219006/jamylak,,100.0,2022-05-26
False,0,1653529249,1653529249,72385788,72385735,CC BY-SA 4.0,296637,7964527,registered,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,100.0,2022-05-26
False,1,1653526468,1653526468,72385555,72385537,CC BY-SA 4.0,296637,7964527,registered,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,100.0,2022-05-26
True,0,1653932554,1653587615,72396074,72395867,CC BY-SA 4.0,13530,17242583,registered,https://www.gravatar.com/avatar/627edf3b31797186bbb99fda1ffc8ca6?s=256&d=identicon&r=PG,richardec,https://stackoverflow.com/users/17242583/richardec,1653932554.0,,2022-05-26
False,2,1653706664,1653592544,72396913,72396821,CC BY-SA 4.0,47,4871490,registered,https://i.stack.imgur.com/CPUDY.jpg?s=256&g=1,Tom&#225;s Gray,https://stackoverflow.com/users/4871490/tom%c3%a1s-gray,1653706664.0,,2022-05-26
False,0,1653670120,1653670120,72408669,72393145,CC BY-SA 4.0,462,5400562,registered,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,,100.0,2022-05-26
False,0,1653668332,1653668332,72408339,72388246,CC BY-SA 4.0,1696,3254585,registered,https://www.gravatar.com/avatar/a4235da48ae79ed38ccdb35117205eb7?s=256&d=identicon&r=PG&f=1,Geoff Genz,https://stackoverflow.com/users/3254585/geoff-genz,,,2022-05-26
False,0,1653651908,1653651232,72404793,72395612,CC BY-SA 4.0,1305,11985088,registered,https://www.gravatar.com/avatar/d939db1ace1a8ed314172d21556232f9?s=256&d=identicon&r=PG&f=1,inquirer,https://stackoverflow.com/users/11985088/inquirer,1653651908.0,,2022-05-26
False,0,1653645066,1653579409,72394400,72394043,CC BY-SA 4.0,26,9189224,registered,https://www.gravatar.com/avatar/5c677c3898faeee4ef8c4b844413663d?s=256&d=identicon&r=PG&f=1,Jyoti Thakkar,https://stackoverflow.com/users/9189224/jyoti-thakkar,1653645066.0,,2022-05-26
False,0,1653643069,1653572312,72392759,72391302,CC BY-SA 4.0,1,7159293,registered,https://i.stack.imgur.com/cczby.png?s=256&g=1,Sam R,https://stackoverflow.com/users/7159293/sam-r,1653643069.0,,2022-05-26
False,1,1653627304,1653552491,72388712,72387698,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653627304.0,97.0,2022-05-26
False,0,1653608626,1653608626,72399114,72387317,CC BY-SA 4.0,117741,10035985,registered,https://lh4.googleusercontent.com/-1WgJ_2yA-78/AAAAAAAAAAI/AAAAAAAAAOA/0CBOlYqYe7M/photo.jpg?sz=256,Andrej Kesely,https://stackoverflow.com/users/10035985/andrej-kesely,,,2022-05-26
False,0,1653605133,1653605133,72398752,72398694,CC BY-SA 4.0,1780,7375347,registered,https://www.gravatar.com/avatar/106e2e06e9c90364a5ddcd9040f77ba0?s=256&d=identicon&r=PG&f=1,tax evader,https://stackoverflow.com/users/7375347/tax-evader,,,2022-05-26
False,0,1653603807,1653559225,72390030,72389186,CC BY-SA 4.0,41,16163887,registered,https://www.gravatar.com/avatar/babb7aa4f23c7017d0f39bf61a5e1162?s=256&d=identicon&r=PG&f=1,LGF,https://stackoverflow.com/users/16163887/lgf,1653603807.0,,2022-05-26
False,0,1653602937,1653572836,72392892,72392780,CC BY-SA 4.0,14438,11897007,registered,https://i.stack.imgur.com/IoZiJ.png?s=256&g=1,Celius Stingher,https://stackoverflow.com/users/11897007/celius-stingher,1653602937.0,,2022-05-26
False,0,1653597558,1653597558,72397791,72395708,CC BY-SA 4.0,1,7039309,registered,https://lh3.googleusercontent.com/-1iuGXTC604c/AAAAAAAAAAI/AAAAAAAAJV4/gH_b4ejwngg/photo.jpg?sz=256,Tyler Dalbora,https://stackoverflow.com/users/7039309/tyler-dalbora,,,2022-05-26
False,0,1653597353,1653597353,72397757,72397380,CC BY-SA 4.0,125,14847960,registered,https://www.gravatar.com/avatar/0b89cef78621a5c805771f023cb93771?s=256&d=identicon&r=PG&f=1,birdman,https://stackoverflow.com/users/14847960/birdman,,,2022-05-26
False,0,1653596230,1653596230,72397592,72397380,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
False,0,1653596061,1653596061,72397564,72396854,CC BY-SA 4.0,84,1616945,registered,https://www.gravatar.com/avatar/9d41fda0ae36e46e58e9a0f29e3c784f?s=256&d=identicon&r=PG,Smaurya,https://stackoverflow.com/users/1616945/smaurya,,,2022-05-26
False,2,1653595084,1653592501,72396906,72396821,CC BY-SA 4.0,561196,3832970,registered,https://i.stack.imgur.com/IFOp5.jpg?s=256&g=1,Wiktor Stribiżew,https://stackoverflow.com/users/3832970/wiktor-stribi%c5%bcew,1653595084.0,,2022-05-26
True,1,1653593162,1653592587,72396921,72396821,CC BY-SA 4.0,844,14630700,registered,https://www.gravatar.com/avatar/7781a02a92a120c3b5717352e14951d5?s=256&d=identicon&r=PG&f=1,Avinash,https://stackoverflow.com/users/14630700/avinash,1653593162.0,,2022-05-26
True,0,1653593045,1653593045,72397014,72396854,CC BY-SA 4.0,2971,6580543,registered,https://www.gravatar.com/avatar/5c2d26bb59afa57a4a08d5000af6391d?s=256&d=identicon&r=PG&f=1,mitoRibo,https://stackoverflow.com/users/6580543/mitoribo,,,2022-05-26
False,0,1653592792,1653592767,72396949,72396784,CC BY-SA 4.0,31,11352550,registered,https://www.gravatar.com/avatar/964fcfca4adc2f16b6a8628ce8dbdb97?s=256&d=identicon&r=PG&f=1,pviola,https://stackoverflow.com/users/11352550/pviola,1653592792.0,,2022-05-26
False,0,1653592765,1653592765,72396947,72396909,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
True,0,1653592170,1653589866,72396469,72396399,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,1653592170.0,,2022-05-26
False,0,1653591915,1653591915,72396807,72396721,CC BY-SA 4.0,59107,1552748,registered,https://www.gravatar.com/avatar/7840b7a3579d2a7065d5c0aa804b5b92?s=256&d=identicon&r=PG,Paul H,https://stackoverflow.com/users/1552748/paul-h,,93.0,2022-05-26
False,0,1653591321,1653582133,72394990,72394951,CC BY-SA 4.0,123648,51685,registered,https://i.stack.imgur.com/vVhK5.jpg?s=256&g=1,AKX,https://stackoverflow.com/users/51685/akx,1653591321.0,,2022-05-26
False,0,1653591027,1653589875,72396473,72396216,CC BY-SA 4.0,1,19208875,registered,https://www.gravatar.com/avatar/a1c668c9c1b2a541ba112be7b2e545ee?s=256&d=identicon&r=PG,AKK,https://stackoverflow.com/users/19208875/akk,1653591027.0,,2022-05-26
False,0,1653590756,1653588190,72396171,72395867,CC BY-SA 4.0,8565,2834978,registered,https://www.gravatar.com/avatar/05b09a797fd0c59d1627b30fb4cdba01?s=256&d=identicon&r=PG&f=1,LMC,https://stackoverflow.com/users/2834978/lmc,1653590756.0,,2022-05-26
False,0,1653589961,1653589578,72396421,72395708,CC BY-SA 4.0,3292,15873043,registered,https://www.gravatar.com/avatar/a668483f12589d1ff88fd85e4403e202?s=256&d=identicon&r=PG&f=1,fsimonjetz,https://stackoverflow.com/users/15873043/fsimonjetz,1653589961.0,,2022-05-26
False,0,1653589735,1653589735,72396450,72396399,CC BY-SA 4.0,1412,9642804,registered,https://i.stack.imgur.com/FoDuW.jpg?s=256&g=1,Ach113,https://stackoverflow.com/users/9642804/ach113,,,2022-05-26
False,0,1653587815,1653587815,72396099,72395867,CC BY-SA 4.0,21018,415016,registered,https://www.gravatar.com/avatar/48e653222e0c86dbb4947ea2ea926ff9?s=256&d=identicon&r=PG,balderman,https://stackoverflow.com/users/415016/balderman,,29.0,2022-05-26
False,0,1653583288,1653583288,72395217,72395103,CC BY-SA 4.0,21609,10785975,registered,https://www.gravatar.com/avatar/c668b4905932bb9e8abe4d881e689a36?s=256&d=identicon&r=PG&f=1,Daweo,https://stackoverflow.com/users/10785975/daweo,,,2022-05-26
False,0,1653582373,1653582373,72395039,72394934,CC BY-SA 4.0,1260,17750431,registered,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-26
False,0,1653582215,1653582215,72395015,72392017,CC BY-SA 4.0,79,10503948,registered,https://www.gravatar.com/avatar/fb8d5e8b6bcd1a9a9019eef8170e2f32?s=256&d=identicon&r=PG&f=1,Gerald,https://stackoverflow.com/users/10503948/gerald,,,2022-05-26
True,0,1653580870,1653580376,72394620,72393549,CC BY-SA 4.0,1,19207364,registered,https://lh3.googleusercontent.com/a/AATXAJz0sil0peiNtkKsKkuqlRqmuqqvIi7XLa_AGiUs=k-s256,GDelavy,https://stackoverflow.com/users/19207364/gdelavy,1653580870.0,,2022-05-26
True,0,1653578820,1653578820,72394261,72394141,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,0,1653578536,1653578233,72394127,72393972,CC BY-SA 4.0,1008,17077978,registered,https://www.gravatar.com/avatar/d3d06835e4973cb35b82dd3472f3f9bb?s=256&d=identicon&r=PG,RobertoT,https://stackoverflow.com/users/17077978/robertot,1653578536.0,,2022-05-26
False,0,1653578423,1653578423,72394172,72394043,CC BY-SA 4.0,17,11464527,registered,https://lh6.googleusercontent.com/-enq-TcM-oWY/AAAAAAAAAAI/AAAAAAAAauI/FKbnU9swW44/photo.jpg?sz=256,Avi Bro,https://stackoverflow.com/users/11464527/avi-bro,,,2022-05-26
True,0,1653578372,1653578372,72394160,72394043,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,0,1653578053,1653578053,72394084,72394043,CC BY-SA 4.0,1,14857485,registered,https://i.stack.imgur.com/8w1QX.jpg?s=256&g=1,Ali Soussi,https://stackoverflow.com/users/14857485/ali-soussi,,,2022-05-26
True,0,1653577947,1653576842,72393808,72393235,CC BY-SA 4.0,1216,11728488,registered,https://i.stack.imgur.com/xWEhA.jpg?s=256&g=1,Salvatore Daniele Bianco,https://stackoverflow.com/users/11728488/salvatore-daniele-bianco,1653577947.0,,2022-05-26
False,0,1653577492,1653566821,72391576,72391463,CC BY-SA 4.0,509,3494754,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,Naveed,https://stackoverflow.com/users/3494754/naveed,1653577492.0,,2022-05-26
False,0,1653577307,1653577307,72393917,72393523,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,0,1653574980,1653574980,72393378,72393092,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
True,0,1653574914,1653574914,72393370,72391853,CC BY-SA 4.0,3292,15873043,registered,https://www.gravatar.com/avatar/a668483f12589d1ff88fd85e4403e202?s=256&d=identicon&r=PG&f=1,fsimonjetz,https://stackoverflow.com/users/15873043/fsimonjetz,,,2022-05-26
False,0,1653574771,1653574771,72393319,72393092,CC BY-SA 4.0,1216,11728488,registered,https://i.stack.imgur.com/xWEhA.jpg?s=256&g=1,Salvatore Daniele Bianco,https://stackoverflow.com/users/11728488/salvatore-daniele-bianco,,,2022-05-26
False,0,1653574372,1653574372,72393239,72393149,CC BY-SA 4.0,4188,7212929,registered,https://www.gravatar.com/avatar/e465e06aac39038877a4ec2e808b1c13?s=256&d=identicon&r=PG&f=1,Hamza,https://stackoverflow.com/users/7212929/hamza,,60.0,2022-05-26
False,0,1653572774,1653572774,72392881,72392807,CC BY-SA 4.0,296637,7964527,registered,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,100.0,2022-05-26
True,0,1653571423,1653571423,72392557,72389386,CC BY-SA 4.0,1,17397381,registered,https://www.gravatar.com/avatar/ffedab2e2d07852f5096c300e6e72765?s=256&d=identicon&r=PG,db190coding,https://stackoverflow.com/users/17397381/db190coding,,,2022-05-26
False,0,1653571036,1653571036,72392477,72392133,CC BY-SA 4.0,167,12466366,registered,https://www.gravatar.com/avatar/4da40456d33aba44a8bcafe769b90d87?s=256&d=identicon&r=PG&f=1,2293980990,https://stackoverflow.com/users/12466366/2293980990,,,2022-05-26
False,0,1653570828,1653570828,72392425,72392133,CC BY-SA 4.0,380,16407480,registered,https://i.stack.imgur.com/ZhRRb.png?s=256&g=1,Drakax,https://stackoverflow.com/users/16407480/drakax,,,2022-05-26
False,0,1653570724,1653562362,72390645,72386757,CC BY-SA 4.0,462,5400562,registered,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,1653570724.0,100.0,2022-05-26
True,0,1653570165,1653570005,72392235,72392133,CC BY-SA 4.0,36,18225123,registered,https://www.gravatar.com/avatar/ce9df62eac25aeb987c874a89551fc89?s=256&d=identicon&r=PG,THI double C,https://stackoverflow.com/users/18225123/thi-double-c,1653570165.0,,2022-05-26
True,0,1653569592,1653548785,72388032,72387409,CC BY-SA 4.0,345,18145256,registered,https://www.gravatar.com/avatar/5d7e3a791881756d23ab7631bf110a3b?s=256&d=identicon&r=PG,rachwa,https://stackoverflow.com/users/18145256/rachwa,1653569592.0,,2022-05-26
True,0,1653569326,1653566574,72391521,72389422,CC BY-SA 4.0,119479,1832058,registered,https://i.stack.imgur.com/relWs.jpg?s=256&g=1,furas,https://stackoverflow.com/users/1832058/furas,1653569326.0,,2022-05-26
False,0,1653567137,1653565196,72391222,72391087,CC BY-SA 4.0,14438,11897007,registered,https://i.stack.imgur.com/IoZiJ.png?s=256&g=1,Celius Stingher,https://stackoverflow.com/users/11897007/celius-stingher,1653567137.0,,2022-05-26
False,0,1653562849,1653562849,72390750,72390706,CC BY-SA 4.0,151,18927125,registered,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,,,2022-05-26
